"year","code","value","system","subtype"
1961,"AKCLIM_EBS_ebs.spr.sst",-0.063449306,"EBS","climate"
1962,"AKCLIM_EBS_ebs.spr.sst",-0.911770106,"EBS","climate"
1963,"AKCLIM_EBS_ebs.spr.sst",-0.391320872,"EBS","climate"
1964,"AKCLIM_EBS_ebs.spr.sst",0.127014321,"EBS","climate"
1965,"AKCLIM_EBS_ebs.spr.sst",-0.942048911,"EBS","climate"
1966,"AKCLIM_EBS_ebs.spr.sst",-0.31134251,"EBS","climate"
1967,"AKCLIM_EBS_ebs.spr.sst",1.176296918,"EBS","climate"
1968,"AKCLIM_EBS_ebs.spr.sst",-0.409212519,"EBS","climate"
1969,"AKCLIM_EBS_ebs.spr.sst",-0.14343122,"EBS","climate"
1970,"AKCLIM_EBS_ebs.spr.sst",0.093484791,"EBS","climate"
1971,"AKCLIM_EBS_ebs.spr.sst",-1.517454187,"EBS","climate"
1972,"AKCLIM_EBS_ebs.spr.sst",-1.465272148,"EBS","climate"
1973,"AKCLIM_EBS_ebs.spr.sst",-0.887578219,"EBS","climate"
1974,"AKCLIM_EBS_ebs.spr.sst",-0.110167344,"EBS","climate"
1975,"AKCLIM_EBS_ebs.spr.sst",-1.138420416,"EBS","climate"
1976,"AKCLIM_EBS_ebs.spr.sst",-1.126525402,"EBS","climate"
1977,"AKCLIM_EBS_ebs.spr.sst",0.094148844,"EBS","climate"
1978,"AKCLIM_EBS_ebs.spr.sst",0.741128521,"EBS","climate"
1979,"AKCLIM_EBS_ebs.spr.sst",1.164320308,"EBS","climate"
1980,"AKCLIM_EBS_ebs.spr.sst",-0.076876263,"EBS","climate"
1981,"AKCLIM_EBS_ebs.spr.sst",1.613349186,"EBS","climate"
1982,"AKCLIM_EBS_ebs.spr.sst",-0.411883616,"EBS","climate"
1983,"AKCLIM_EBS_ebs.spr.sst",1.083201619,"EBS","climate"
1984,"AKCLIM_EBS_ebs.spr.sst",0.153295955,"EBS","climate"
1985,"AKCLIM_EBS_ebs.spr.sst",-0.816008931,"EBS","climate"
1986,"AKCLIM_EBS_ebs.spr.sst",-0.32478801,"EBS","climate"
1987,"AKCLIM_EBS_ebs.spr.sst",0.6636949,"EBS","climate"
1988,"AKCLIM_EBS_ebs.spr.sst",-0.10001992,"EBS","climate"
1989,"AKCLIM_EBS_ebs.spr.sst",0.25514767,"EBS","climate"
1990,"AKCLIM_EBS_ebs.spr.sst",0.263450592,"EBS","climate"
1991,"AKCLIM_EBS_ebs.spr.sst",-0.550545351,"EBS","climate"
1992,"AKCLIM_EBS_ebs.spr.sst",0.12885296,"EBS","climate"
1993,"AKCLIM_EBS_ebs.spr.sst",0.936682979,"EBS","climate"
1994,"AKCLIM_EBS_ebs.spr.sst",0.229055064,"EBS","climate"
1995,"AKCLIM_EBS_ebs.spr.sst",-0.481456605,"EBS","climate"
1996,"AKCLIM_EBS_ebs.spr.sst",0.838561359,"EBS","climate"
1997,"AKCLIM_EBS_ebs.spr.sst",0.56073225,"EBS","climate"
1998,"AKCLIM_EBS_ebs.spr.sst",0.254500191,"EBS","climate"
1999,"AKCLIM_EBS_ebs.spr.sst",-0.85821084,"EBS","climate"
2000,"AKCLIM_EBS_ebs.spr.sst",0.320145474,"EBS","climate"
2001,"AKCLIM_EBS_ebs.spr.sst",0.959132853,"EBS","climate"
2002,"AKCLIM_EBS_ebs.spr.sst",0.925953758,"EBS","climate"
2003,"AKCLIM_EBS_ebs.spr.sst",1.971622232,"EBS","climate"
2004,"AKCLIM_EBS_ebs.spr.sst",0.787005522,"EBS","climate"
2005,"AKCLIM_EBS_ebs.spr.sst",0.678660421,"EBS","climate"
2006,"AKCLIM_EBS_ebs.spr.sst",-0.272223613,"EBS","climate"
2007,"AKCLIM_EBS_ebs.spr.sst",-0.958689395,"EBS","climate"
2008,"AKCLIM_EBS_ebs.spr.sst",-0.931024954,"EBS","climate"
2009,"AKCLIM_EBS_ebs.spr.sst",-0.778761232,"EBS","climate"
2010,"AKCLIM_EBS_ebs.spr.sst",-0.971777502,"EBS","climate"
2011,"AKCLIM_EBS_ebs.spr.sst",0.211946866,"EBS","climate"
2012,"AKCLIM_EBS_ebs.spr.sst",-0.942910513,"EBS","climate"
2013,"AKCLIM_EBS_ebs.spr.sst",-0.160837131,"EBS","climate"
2014,"AKCLIM_EBS_ebs.spr.sst",0.772827036,"EBS","climate"
2015,"AKCLIM_EBS_ebs.spr.sst",1.698755717,"EBS","climate"
2016,"AKCLIM_EBS_ebs.spr.sst",2.355593582,"EBS","climate"
1950,"AKCLIM_EBS_EBSwinSE",0.140860215,"EBS","climate"
1951,"AKCLIM_EBS_EBSwinSE",0.159326311,"EBS","climate"
1952,"AKCLIM_EBS_EBSwinSE",0.193315324,"EBS","climate"
1953,"AKCLIM_EBS_EBSwinSE",0.188457318,"EBS","climate"
1954,"AKCLIM_EBS_EBSwinSE",0.188983981,"EBS","climate"
1955,"AKCLIM_EBS_EBSwinSE",0.195918367,"EBS","climate"
1956,"AKCLIM_EBS_EBSwinSE",0.243535145,"EBS","climate"
1957,"AKCLIM_EBS_EBSwinSE",0.130107527,"EBS","climate"
1958,"AKCLIM_EBS_EBSwinSE",0.122865921,"EBS","climate"
1959,"AKCLIM_EBS_EBSwinSE",0.16374808,"EBS","climate"
1960,"AKCLIM_EBS_EBSwinSE",0.122766036,"EBS","climate"
1961,"AKCLIM_EBS_EBSwinSE",0.18418916,"EBS","climate"
1962,"AKCLIM_EBS_EBSwinSE",0.150109721,"EBS","climate"
1963,"AKCLIM_EBS_EBSwinSE",0.173985078,"EBS","climate"
1964,"AKCLIM_EBS_EBSwinSE",0.226834048,"EBS","climate"
1965,"AKCLIM_EBS_EBSwinSE",0.184529296,"EBS","climate"
1966,"AKCLIM_EBS_EBSwinSE",0.140004389,"EBS","climate"
1967,"AKCLIM_EBS_EBSwinSE",0.159359228,"EBS","climate"
1968,"AKCLIM_EBS_EBSwinSE",0.178844218,"EBS","climate"
1969,"AKCLIM_EBS_EBSwinSE",0.127781435,"EBS","climate"
1970,"AKCLIM_EBS_EBSwinSE",0.117390827,"EBS","climate"
1971,"AKCLIM_EBS_EBSwinSE",0.17512618,"EBS","climate"
1972,"AKCLIM_EBS_EBSwinSE",0.173139467,"EBS","climate"
1973,"AKCLIM_EBS_EBSwinSE",0.227079219,"EBS","climate"
1974,"AKCLIM_EBS_EBSwinSE",0.214461268,"EBS","climate"
1975,"AKCLIM_EBS_EBSwinSE",0.199001536,"EBS","climate"
1976,"AKCLIM_EBS_EBSwinSE",0.243995974,"EBS","climate"
1977,"AKCLIM_EBS_EBSwinSE",0.155244679,"EBS","climate"
1978,"AKCLIM_EBS_EBSwinSE",0.097695853,"EBS","climate"
1979,"AKCLIM_EBS_EBSwinSE",0.088479263,"EBS","climate"
1980,"AKCLIM_EBS_EBSwinSE",0.165490757,"EBS","climate"
1981,"AKCLIM_EBS_EBSwinSE",0.142593812,"EBS","climate"
1982,"AKCLIM_EBS_EBSwinSE",0.207164801,"EBS","climate"
1983,"AKCLIM_EBS_EBSwinSE",0.101996928,"EBS","climate"
1984,"AKCLIM_EBS_EBSwinSE",0.147068171,"EBS","climate"
1985,"AKCLIM_EBS_EBSwinSE",0.17852754,"EBS","climate"
1986,"AKCLIM_EBS_EBSwinSE",0.192604784,"EBS","climate"
1987,"AKCLIM_EBS_EBSwinSE",0.084825543,"EBS","climate"
1988,"AKCLIM_EBS_EBSwinSE",0.192822713,"EBS","climate"
1989,"AKCLIM_EBS_EBSwinSE",0.149001536,"EBS","climate"
1990,"AKCLIM_EBS_EBSwinSE",0.150296248,"EBS","climate"
1991,"AKCLIM_EBS_EBSwinSE",0.189137591,"EBS","climate"
1992,"AKCLIM_EBS_EBSwinSE",0.155055882,"EBS","climate"
1993,"AKCLIM_EBS_EBSwinSE",0.13208251,"EBS","climate"
1994,"AKCLIM_EBS_EBSwinSE",0.19649989,"EBS","climate"
1995,"AKCLIM_EBS_EBSwinSE",0.249659864,"EBS","climate"
1996,"AKCLIM_EBS_EBSwinSE",0.103554214,"EBS","climate"
1997,"AKCLIM_EBS_EBSwinSE",0.164614878,"EBS","climate"
1998,"AKCLIM_EBS_EBSwinSE",0.108514373,"EBS","climate"
1999,"AKCLIM_EBS_EBSwinSE",0.226771999,"EBS","climate"
2000,"AKCLIM_EBS_EBSwinSE",0.204454685,"EBS","climate"
2001,"AKCLIM_EBS_EBSwinSE",0.078801843,"EBS","climate"
2002,"AKCLIM_EBS_EBSwinSE",0.219936362,"EBS","climate"
2003,"AKCLIM_EBS_EBSwinSE",0.146247531,"EBS","climate"
2004,"AKCLIM_EBS_EBSwinSE",0.139652524,"EBS","climate"
2005,"AKCLIM_EBS_EBSwinSE",0.144886987,"EBS","climate"
2006,"AKCLIM_EBS_EBSwinSE",0.229438227,"EBS","climate"
2007,"AKCLIM_EBS_EBSwinSE",0.280283081,"EBS","climate"
2008,"AKCLIM_EBS_EBSwinSE",0.300095344,"EBS","climate"
2009,"AKCLIM_EBS_EBSwinSE",0.221362739,"EBS","climate"
2010,"AKCLIM_EBS_EBSwinSE",0.210006583,"EBS","climate"
2011,"AKCLIM_EBS_EBSwinSE",0.22986614,"EBS","climate"
2012,"AKCLIM_EBS_EBSwinSE",0.271613963,"EBS","climate"
2013,"AKCLIM_EBS_EBSwinSE",0.203730524,"EBS","climate"
2014,"AKCLIM_EBS_EBSwinSE",0.123666886,"EBS","climate"
2015,"AKCLIM_EBS_EBSwinSE",0.126607417,"EBS","climate"
2016,"AKCLIM_EBS_EBSwinSE",0.126728111,"EBS","climate"
1950,"AKCLIM_EBS_EBSwinNW",0.228176432,"EBS","climate"
1951,"AKCLIM_EBS_EBSwinNW",0.104772877,"EBS","climate"
1952,"AKCLIM_EBS_EBSwinNW",0.224937762,"EBS","climate"
1953,"AKCLIM_EBS_EBSwinNW",0.131742374,"EBS","climate"
1954,"AKCLIM_EBS_EBSwinNW",0.164274742,"EBS","climate"
1955,"AKCLIM_EBS_EBSwinNW",0.102797893,"EBS","climate"
1956,"AKCLIM_EBS_EBSwinNW",0.121987393,"EBS","climate"
1957,"AKCLIM_EBS_EBSwinNW",0.184342769,"EBS","climate"
1958,"AKCLIM_EBS_EBSwinNW",0.155058152,"EBS","climate"
1959,"AKCLIM_EBS_EBSwinNW",0.147048497,"EBS","climate"
1960,"AKCLIM_EBS_EBSwinNW",0.136940516,"EBS","climate"
1961,"AKCLIM_EBS_EBSwinNW",0.149615975,"EBS","climate"
1962,"AKCLIM_EBS_EBSwinNW",0.170945798,"EBS","climate"
1963,"AKCLIM_EBS_EBSwinNW",0.139697169,"EBS","climate"
1964,"AKCLIM_EBS_EBSwinNW",0.13103978,"EBS","climate"
1965,"AKCLIM_EBS_EBSwinNW",0.126486724,"EBS","climate"
1966,"AKCLIM_EBS_EBSwinNW",0.142933948,"EBS","climate"
1967,"AKCLIM_EBS_EBSwinNW",0.218268598,"EBS","climate"
1968,"AKCLIM_EBS_EBSwinNW",0.129964511,"EBS","climate"
1969,"AKCLIM_EBS_EBSwinNW",0.192264648,"EBS","climate"
1970,"AKCLIM_EBS_EBSwinNW",0.12682686,"EBS","climate"
1971,"AKCLIM_EBS_EBSwinNW",0.122032039,"EBS","climate"
1972,"AKCLIM_EBS_EBSwinNW",0.14136342,"EBS","climate"
1973,"AKCLIM_EBS_EBSwinNW",0.16395655,"EBS","climate"
1974,"AKCLIM_EBS_EBSwinNW",0.150449857,"EBS","climate"
1975,"AKCLIM_EBS_EBSwinNW",0.128648233,"EBS","climate"
1976,"AKCLIM_EBS_EBSwinNW",0.089411515,"EBS","climate"
1977,"AKCLIM_EBS_EBSwinNW",0.071900373,"EBS","climate"
1978,"AKCLIM_EBS_EBSwinNW",0.208711872,"EBS","climate"
1979,"AKCLIM_EBS_EBSwinNW",0.252128593,"EBS","climate"
1980,"AKCLIM_EBS_EBSwinNW",0.116621643,"EBS","climate"
1981,"AKCLIM_EBS_EBSwinNW",0.131928901,"EBS","climate"
1982,"AKCLIM_EBS_EBSwinNW",0.17667325,"EBS","climate"
1983,"AKCLIM_EBS_EBSwinNW",0.145962256,"EBS","climate"
1984,"AKCLIM_EBS_EBSwinNW",0.134562212,"EBS","climate"
1985,"AKCLIM_EBS_EBSwinNW",0.131709458,"EBS","climate"
1986,"AKCLIM_EBS_EBSwinNW",0.223337722,"EBS","climate"
1987,"AKCLIM_EBS_EBSwinNW",0.207384244,"EBS","climate"
1988,"AKCLIM_EBS_EBSwinNW",0.153631019,"EBS","climate"
1989,"AKCLIM_EBS_EBSwinNW",0.18409041,"EBS","climate"
1990,"AKCLIM_EBS_EBSwinNW",0.103138029,"EBS","climate"
1991,"AKCLIM_EBS_EBSwinNW",0.116008339,"EBS","climate"
1992,"AKCLIM_EBS_EBSwinNW",0.146453732,"EBS","climate"
1993,"AKCLIM_EBS_EBSwinNW",0.156265087,"EBS","climate"
1994,"AKCLIM_EBS_EBSwinNW",0.175499232,"EBS","climate"
1995,"AKCLIM_EBS_EBSwinNW",0.12317314,"EBS","climate"
1996,"AKCLIM_EBS_EBSwinNW",0.182880449,"EBS","climate"
1997,"AKCLIM_EBS_EBSwinNW",0.15638578,"EBS","climate"
1998,"AKCLIM_EBS_EBSwinNW",0.108174237,"EBS","climate"
1999,"AKCLIM_EBS_EBSwinNW",0.161981567,"EBS","climate"
2000,"AKCLIM_EBS_EBSwinNW",0.176646009,"EBS","climate"
2001,"AKCLIM_EBS_EBSwinNW",0.194426158,"EBS","climate"
2002,"AKCLIM_EBS_EBSwinNW",0.179427255,"EBS","climate"
2003,"AKCLIM_EBS_EBSwinNW",0.140432302,"EBS","climate"
2004,"AKCLIM_EBS_EBSwinNW",0.178526405,"EBS","climate"
2005,"AKCLIM_EBS_EBSwinNW",0.151623875,"EBS","climate"
2006,"AKCLIM_EBS_EBSwinNW",0.170923853,"EBS","climate"
2007,"AKCLIM_EBS_EBSwinNW",0.156758833,"EBS","climate"
2008,"AKCLIM_EBS_EBSwinNW",0.121658986,"EBS","climate"
2009,"AKCLIM_EBS_EBSwinNW",0.157713408,"EBS","climate"
2010,"AKCLIM_EBS_EBSwinNW",0.148694316,"EBS","climate"
2011,"AKCLIM_EBS_EBSwinNW",0.138512179,"EBS","climate"
2012,"AKCLIM_EBS_EBSwinNW",0.146300122,"EBS","climate"
2013,"AKCLIM_EBS_EBSwinNW",0.088325653,"EBS","climate"
2014,"AKCLIM_EBS_EBSwinNW",0.103138029,"EBS","climate"
2015,"AKCLIM_EBS_EBSwinNW",0.136778582,"EBS","climate"
2016,"AKCLIM_EBS_EBSwinNW",0.089453891,"EBS","climate"
1950,"AKCLIM_EBS_EBSsumSE",0.215913978,"EBS","climate"
1951,"AKCLIM_EBS_EBSsumSE",0.144301075,"EBS","climate"
1952,"AKCLIM_EBS_EBSsumSE",0.20344086,"EBS","climate"
1953,"AKCLIM_EBS_EBSsumSE",0.210322581,"EBS","climate"
1954,"AKCLIM_EBS_EBSsumSE",0.124516129,"EBS","climate"
1955,"AKCLIM_EBS_EBSsumSE",0.235053763,"EBS","climate"
1956,"AKCLIM_EBS_EBSsumSE",0.261505376,"EBS","climate"
1957,"AKCLIM_EBS_EBSsumSE",0.176344086,"EBS","climate"
1958,"AKCLIM_EBS_EBSsumSE",0.227526882,"EBS","climate"
1959,"AKCLIM_EBS_EBSsumSE",0.288817204,"EBS","climate"
1960,"AKCLIM_EBS_EBSsumSE",0.28172043,"EBS","climate"
1961,"AKCLIM_EBS_EBSsumSE",0.16344086,"EBS","climate"
1962,"AKCLIM_EBS_EBSsumSE",0.308602151,"EBS","climate"
1963,"AKCLIM_EBS_EBSsumSE",0.229892473,"EBS","climate"
1964,"AKCLIM_EBS_EBSsumSE",0.208817204,"EBS","climate"
1965,"AKCLIM_EBS_EBSsumSE",0.150107527,"EBS","climate"
1966,"AKCLIM_EBS_EBSsumSE",0.27483871,"EBS","climate"
1967,"AKCLIM_EBS_EBSsumSE",0.183225806,"EBS","climate"
1968,"AKCLIM_EBS_EBSsumSE",0.19827957,"EBS","climate"
1969,"AKCLIM_EBS_EBSsumSE",0.202150538,"EBS","climate"
1970,"AKCLIM_EBS_EBSsumSE",0.21483871,"EBS","climate"
1971,"AKCLIM_EBS_EBSsumSE",0.242365591,"EBS","climate"
1972,"AKCLIM_EBS_EBSsumSE",0.144516129,"EBS","climate"
1973,"AKCLIM_EBS_EBSsumSE",0.209677419,"EBS","climate"
1974,"AKCLIM_EBS_EBSsumSE",0.211612903,"EBS","climate"
1975,"AKCLIM_EBS_EBSsumSE",0.229892473,"EBS","climate"
1976,"AKCLIM_EBS_EBSsumSE",0.189462366,"EBS","climate"
1977,"AKCLIM_EBS_EBSsumSE",0.23655914,"EBS","climate"
1978,"AKCLIM_EBS_EBSsumSE",0.18344086,"EBS","climate"
1979,"AKCLIM_EBS_EBSsumSE",0.084946237,"EBS","climate"
1980,"AKCLIM_EBS_EBSsumSE",0.175698925,"EBS","climate"
1981,"AKCLIM_EBS_EBSsumSE",0.210322581,"EBS","climate"
1982,"AKCLIM_EBS_EBSsumSE",0.118064516,"EBS","climate"
1983,"AKCLIM_EBS_EBSsumSE",0.149892473,"EBS","climate"
1984,"AKCLIM_EBS_EBSsumSE",0.175053763,"EBS","climate"
1985,"AKCLIM_EBS_EBSsumSE",0.137849462,"EBS","climate"
1986,"AKCLIM_EBS_EBSsumSE",0.110537634,"EBS","climate"
1987,"AKCLIM_EBS_EBSsumSE",0.249247312,"EBS","climate"
1988,"AKCLIM_EBS_EBSsumSE",0.170107527,"EBS","climate"
1989,"AKCLIM_EBS_EBSsumSE",0.124516129,"EBS","climate"
1990,"AKCLIM_EBS_EBSsumSE",0.164301075,"EBS","climate"
1991,"AKCLIM_EBS_EBSsumSE",0.215698925,"EBS","climate"
1992,"AKCLIM_EBS_EBSsumSE",0.163010753,"EBS","climate"
1993,"AKCLIM_EBS_EBSsumSE",0.144946237,"EBS","climate"
1994,"AKCLIM_EBS_EBSsumSE",0.190107527,"EBS","climate"
1995,"AKCLIM_EBS_EBSsumSE",0.202580645,"EBS","climate"
1996,"AKCLIM_EBS_EBSsumSE",0.190752688,"EBS","climate"
1997,"AKCLIM_EBS_EBSsumSE",0.151182796,"EBS","climate"
1998,"AKCLIM_EBS_EBSsumSE",0.208817204,"EBS","climate"
1999,"AKCLIM_EBS_EBSsumSE",0.177204301,"EBS","climate"
2000,"AKCLIM_EBS_EBSsumSE",0.14344086,"EBS","climate"
2001,"AKCLIM_EBS_EBSsumSE",0.235268817,"EBS","climate"
2002,"AKCLIM_EBS_EBSsumSE",0.176989247,"EBS","climate"
2003,"AKCLIM_EBS_EBSsumSE",0.183655914,"EBS","climate"
2004,"AKCLIM_EBS_EBSsumSE",0.190322581,"EBS","climate"
2005,"AKCLIM_EBS_EBSsumSE",0.208602151,"EBS","climate"
2006,"AKCLIM_EBS_EBSsumSE",0.295483871,"EBS","climate"
2007,"AKCLIM_EBS_EBSsumSE",0.260860215,"EBS","climate"
2008,"AKCLIM_EBS_EBSsumSE",0.254623656,"EBS","climate"
2009,"AKCLIM_EBS_EBSsumSE",0.190107527,"EBS","climate"
2010,"AKCLIM_EBS_EBSsumSE",0.091182796,"EBS","climate"
2011,"AKCLIM_EBS_EBSsumSE",0.164516129,"EBS","climate"
2012,"AKCLIM_EBS_EBSsumSE",0.280860215,"EBS","climate"
2013,"AKCLIM_EBS_EBSsumSE",0.183010753,"EBS","climate"
2014,"AKCLIM_EBS_EBSsumSE",0.26172043,"EBS","climate"
2015,"AKCLIM_EBS_EBSsumSE",0.223010753,"EBS","climate"
2016,"AKCLIM_EBS_EBSsumSE",0.215698925,"EBS","climate"
1950,"AKCLIM_EBS_EBSsumNW",0.266666667,"EBS","climate"
1951,"AKCLIM_EBS_EBSsumNW",0.091397849,"EBS","climate"
1952,"AKCLIM_EBS_EBSsumNW",0.209032258,"EBS","climate"
1953,"AKCLIM_EBS_EBSsumNW",0.156129032,"EBS","climate"
1954,"AKCLIM_EBS_EBSsumNW",0.207956989,"EBS","climate"
1955,"AKCLIM_EBS_EBSsumNW",0.164301075,"EBS","climate"
1956,"AKCLIM_EBS_EBSsumNW",0.158064516,"EBS","climate"
1957,"AKCLIM_EBS_EBSsumNW",0.129677419,"EBS","climate"
1958,"AKCLIM_EBS_EBSsumNW",0.104731183,"EBS","climate"
1959,"AKCLIM_EBS_EBSsumNW",0.11827957,"EBS","climate"
1960,"AKCLIM_EBS_EBSsumNW",0.143010753,"EBS","climate"
1961,"AKCLIM_EBS_EBSsumNW",0.182365591,"EBS","climate"
1962,"AKCLIM_EBS_EBSsumNW",0.221505376,"EBS","climate"
1963,"AKCLIM_EBS_EBSsumNW",0.143655914,"EBS","climate"
1964,"AKCLIM_EBS_EBSsumNW",0.202580645,"EBS","climate"
1965,"AKCLIM_EBS_EBSsumNW",0.190107527,"EBS","climate"
1966,"AKCLIM_EBS_EBSsumNW",0.137419355,"EBS","climate"
1967,"AKCLIM_EBS_EBSsumNW",0.137849462,"EBS","climate"
1968,"AKCLIM_EBS_EBSsumNW",0.180860215,"EBS","climate"
1969,"AKCLIM_EBS_EBSsumNW",0.151397849,"EBS","climate"
1970,"AKCLIM_EBS_EBSsumNW",0.163225806,"EBS","climate"
1971,"AKCLIM_EBS_EBSsumNW",0.150537634,"EBS","climate"
1972,"AKCLIM_EBS_EBSsumNW",0.209247312,"EBS","climate"
1973,"AKCLIM_EBS_EBSsumNW",0.169677419,"EBS","climate"
1974,"AKCLIM_EBS_EBSsumNW",0.208172043,"EBS","climate"
1975,"AKCLIM_EBS_EBSsumNW",0.123870968,"EBS","climate"
1976,"AKCLIM_EBS_EBSsumNW",0.247096774,"EBS","climate"
1977,"AKCLIM_EBS_EBSsumNW",0.149247312,"EBS","climate"
1978,"AKCLIM_EBS_EBSsumNW",0.221290323,"EBS","climate"
1979,"AKCLIM_EBS_EBSsumNW",0.215698925,"EBS","climate"
1980,"AKCLIM_EBS_EBSsumNW",0.177419355,"EBS","climate"
1981,"AKCLIM_EBS_EBSsumNW",0.129462366,"EBS","climate"
1982,"AKCLIM_EBS_EBSsumNW",0.23483871,"EBS","climate"
1983,"AKCLIM_EBS_EBSsumNW",0.104086022,"EBS","climate"
1984,"AKCLIM_EBS_EBSsumNW",0.106236559,"EBS","climate"
1985,"AKCLIM_EBS_EBSsumNW",0.150752688,"EBS","climate"
1986,"AKCLIM_EBS_EBSsumNW",0.215913978,"EBS","climate"
1987,"AKCLIM_EBS_EBSsumNW",0.156989247,"EBS","climate"
1988,"AKCLIM_EBS_EBSsumNW",0.228172043,"EBS","climate"
1989,"AKCLIM_EBS_EBSsumNW",0.149247312,"EBS","climate"
1990,"AKCLIM_EBS_EBSsumNW",0.278924731,"EBS","climate"
1991,"AKCLIM_EBS_EBSsumNW",0.077849462,"EBS","climate"
1992,"AKCLIM_EBS_EBSsumNW",0.144086022,"EBS","climate"
1993,"AKCLIM_EBS_EBSsumNW",0.129677419,"EBS","climate"
1994,"AKCLIM_EBS_EBSsumNW",0.124086022,"EBS","climate"
1995,"AKCLIM_EBS_EBSsumNW",0.117849462,"EBS","climate"
1996,"AKCLIM_EBS_EBSsumNW",0.189247312,"EBS","climate"
1997,"AKCLIM_EBS_EBSsumNW",0.201075269,"EBS","climate"
1998,"AKCLIM_EBS_EBSsumNW",0.143655914,"EBS","climate"
1999,"AKCLIM_EBS_EBSsumNW",0.183010753,"EBS","climate"
2000,"AKCLIM_EBS_EBSsumNW",0.144086022,"EBS","climate"
2001,"AKCLIM_EBS_EBSsumNW",0.091827957,"EBS","climate"
2002,"AKCLIM_EBS_EBSsumNW",0.143655914,"EBS","climate"
2003,"AKCLIM_EBS_EBSsumNW",0.176989247,"EBS","climate"
2004,"AKCLIM_EBS_EBSsumNW",0.228172043,"EBS","climate"
2005,"AKCLIM_EBS_EBSsumNW",0.143870968,"EBS","climate"
2006,"AKCLIM_EBS_EBSsumNW",0.091182796,"EBS","climate"
2007,"AKCLIM_EBS_EBSsumNW",0.170107527,"EBS","climate"
2008,"AKCLIM_EBS_EBSsumNW",0.098064516,"EBS","climate"
2009,"AKCLIM_EBS_EBSsumNW",0.175913978,"EBS","climate"
2010,"AKCLIM_EBS_EBSsumNW",0.209892473,"EBS","climate"
2011,"AKCLIM_EBS_EBSsumNW",0.183655914,"EBS","climate"
2012,"AKCLIM_EBS_EBSsumNW",0.064946237,"EBS","climate"
2013,"AKCLIM_EBS_EBSsumNW",0.138064516,"EBS","climate"
2014,"AKCLIM_EBS_EBSsumNW",0.130107527,"EBS","climate"
2015,"AKCLIM_EBS_EBSsumNW",0.194408602,"EBS","climate"
2016,"AKCLIM_EBS_EBSsumNW",0.124086022,"EBS","climate"
1982,"AKCLIM_EBS_BOTTOM.TEMP",2.16102724,"EBS","climate"
1983,"AKCLIM_EBS_BOTTOM.TEMP",2.887887556,"EBS","climate"
1984,"AKCLIM_EBS_BOTTOM.TEMP",2.151663337,"EBS","climate"
1985,"AKCLIM_EBS_BOTTOM.TEMP",2.3744653,"EBS","climate"
1986,"AKCLIM_EBS_BOTTOM.TEMP",1.80750163,"EBS","climate"
1987,"AKCLIM_EBS_BOTTOM.TEMP",3.253446617,"EBS","climate"
1988,"AKCLIM_EBS_BOTTOM.TEMP",2.207259443,"EBS","climate"
1989,"AKCLIM_EBS_BOTTOM.TEMP",2.823167821,"EBS","climate"
1990,"AKCLIM_EBS_BOTTOM.TEMP",2.304952276,"EBS","climate"
1991,"AKCLIM_EBS_BOTTOM.TEMP",2.481190863,"EBS","climate"
1992,"AKCLIM_EBS_BOTTOM.TEMP",1.697529628,"EBS","climate"
1993,"AKCLIM_EBS_BOTTOM.TEMP",3.096885363,"EBS","climate"
1994,"AKCLIM_EBS_BOTTOM.TEMP",1.833111532,"EBS","climate"
1995,"AKCLIM_EBS_BOTTOM.TEMP",1.764446987,"EBS","climate"
1996,"AKCLIM_EBS_BOTTOM.TEMP",3.303492786,"EBS","climate"
1997,"AKCLIM_EBS_BOTTOM.TEMP",2.65992312,"EBS","climate"
1998,"AKCLIM_EBS_BOTTOM.TEMP",3.099935584,"EBS","climate"
1999,"AKCLIM_EBS_BOTTOM.TEMP",1.922230171,"EBS","climate"
2000,"AKCLIM_EBS_BOTTOM.TEMP",2.554797139,"EBS","climate"
2001,"AKCLIM_EBS_BOTTOM.TEMP",2.971730386,"EBS","climate"
2002,"AKCLIM_EBS_BOTTOM.TEMP",3.373843358,"EBS","climate"
2003,"AKCLIM_EBS_BOTTOM.TEMP",3.863439819,"EBS","climate"
2004,"AKCLIM_EBS_BOTTOM.TEMP",3.315625997,"EBS","climate"
2005,"AKCLIM_EBS_BOTTOM.TEMP",3.754571126,"EBS","climate"
2006,"AKCLIM_EBS_BOTTOM.TEMP",2.091911185,"EBS","climate"
2007,"AKCLIM_EBS_BOTTOM.TEMP",1.584627044,"EBS","climate"
2008,"AKCLIM_EBS_BOTTOM.TEMP",1.280011997,"EBS","climate"
2009,"AKCLIM_EBS_BOTTOM.TEMP",1.552224451,"EBS","climate"
2010,"AKCLIM_EBS_BOTTOM.TEMP",1.4344855,"EBS","climate"
2011,"AKCLIM_EBS_BOTTOM.TEMP",2.408367229,"EBS","climate"
2012,"AKCLIM_EBS_BOTTOM.TEMP",0.950398469,"EBS","climate"
2013,"AKCLIM_EBS_BOTTOM.TEMP",1.650601878,"EBS","climate"
2014,"AKCLIM_EBS_BOTTOM.TEMP",3.163121386,"EBS","climate"
2015,"AKCLIM_EBS_BOTTOM.TEMP",3.491475027,"EBS","climate"
2016,"AKCLIM_EBS_BOTTOM.TEMP",4.641172807,"EBS","climate"
1950,"AKCLIM_EBS_ICE_64.25_163.5",77,"EBS","climate"
